Antall målepunkter;Volum (MWh);Prisomraade;Gruppe;Bruksdogn
2347;1321;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;22.12.2022
12115;2571;NO1;Bygge- og anleggsvirksomhet;22.12.2022
109088;3067;NO1;Fritidsbolig;22.12.2022
1058070;51763;NO1;Husholdning;22.12.2022
112794;35760;NO1;Tjenesteyting;22.12.2022
6689;1499;NO2;Jordbruk, skogbruk og fiske;22.12.2022
11898;748;NO2;Uklassifisert;22.12.2022
494;6502;NO2;Bergverksdrift og utvinning;22.12.2022
4122;36922;NO2;Industri;22.12.2022
2171;3497;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;22.12.2022
1775;573;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;22.12.2022
10461;1238;NO2;Bygge- og anleggsvirksomhet;22.12.2022
102726;1841;NO2;Fritidsbolig;22.12.2022
606105;29407;NO2;Husholdning;22.12.2022
65293;19177;NO2;Tjenesteyting;22.12.2022
12363;2309;NO3;Jordbruk, skogbruk og fiske;22.12.2022
3851;330;NO3;Uklassifisert;22.12.2022
231;4691;NO3;Bergverksdrift og utvinning;22.12.2022
3325;36237;NO3;Industri;22.12.2022
1913;2761;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;22.12.2022
1355;240;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;22.12.2022
5164;948;NO3;Bygge- og anleggsvirksomhet;22.12.2022
62197;1596;NO3;Fritidsbolig;22.12.2022
391030;22301;NO3;Husholdning;22.12.2022
48948;13741;NO3;Tjenesteyting;22.12.2022
3795;1435;NO4;Jordbruk, skogbruk og fiske;22.12.2022
4306;271;NO4;Uklassifisert;22.12.2022
199;5189;NO4;Bergverksdrift og utvinning;22.12.2022
1792;14540;NO4;Industri;22.12.2022
1052;4126;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;22.12.2022
832;158;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;22.12.2022
3586;640;NO4;Bygge- og anleggsvirksomhet;22.12.2022
43864;1371;NO4;Fritidsbolig;22.12.2022
240951;18144;NO4;Husholdning;22.12.2022
34708;10961;NO4;Tjenesteyting;22.12.2022
1753;337;NO5;Jordbruk, skogbruk og fiske;22.12.2022
5306;266;NO5;Uklassifisert;22.12.2022
163;13597;NO5;Bergverksdrift og utvinning;22.12.2022
1228;10670;NO5;Industri;22.12.2022
978;1364;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;22.12.2022
849;157;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;22.12.2022
2767;446;NO5;Bygge- og anleggsvirksomhet;22.12.2022
45494;1329;NO5;Fritidsbolig;22.12.2022
254398;12257;NO5;Husholdning;22.12.2022
23020;8275;NO5;Tjenesteyting;22.12.2022
7329;1262;NO1;Jordbruk, skogbruk og fiske;21.12.2022
7581;654;NO1;Uklassifisert;21.12.2022
283;224;NO1;Bergverksdrift og utvinning;21.12.2022
4675;12498;NO1;Industri;21.12.2022
1745;1749;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;21.12.2022
2345;1317;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;21.12.2022
12144;2671;NO1;Bygge- og anleggsvirksomhet;21.12.2022
109075;2834;NO1;Fritidsbolig;21.12.2022
1057720;52479;NO1;Husholdning;21.12.2022
112942;36719;NO1;Tjenesteyting;21.12.2022
6688;1514;NO2;Jordbruk, skogbruk og fiske;21.12.2022
11899;740;NO2;Uklassifisert;21.12.2022
493;6661;NO2;Bergverksdrift og utvinning;21.12.2022
4120;37530;NO2;Industri;21.12.2022
2171;2546;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;21.12.2022
1775;560;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;21.12.2022
10459;1269;NO2;Bygge- og anleggsvirksomhet;21.12.2022
102719;1776;NO2;Fritidsbolig;21.12.2022
606054;29601;NO2;Husholdning;21.12.2022
65283;19603;NO2;Tjenesteyting;21.12.2022
12364;2276;NO3;Jordbruk, skogbruk og fiske;21.12.2022
3850;325;NO3;Uklassifisert;21.12.2022
231;4688;NO3;Bergverksdrift og utvinning;21.12.2022
3325;35725;NO3;Industri;21.12.2022
1915;2692;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;21.12.2022
1355;229;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;21.12.2022
5154;962;NO3;Bygge- og anleggsvirksomhet;21.12.2022
62204;1468;NO3;Fritidsbolig;21.12.2022
391067;21535;NO3;Husholdning;21.12.2022
48958;13471;NO3;Tjenesteyting;21.12.2022
3795;1448;NO4;Jordbruk, skogbruk og fiske;21.12.2022
4306;271;NO4;Uklassifisert;21.12.2022
199;5213;NO4;Bergverksdrift og utvinning;21.12.2022
1791;17313;NO4;Industri;21.12.2022
1051;3938;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;21.12.2022
832;159;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;21.12.2022
3583;660;NO4;Bygge- og anleggsvirksomhet;21.12.2022
43861;1363;NO4;Fritidsbolig;21.12.2022
240936;18074;NO4;Husholdning;21.12.2022
34699;11144;NO4;Tjenesteyting;21.12.2022
1754;332;NO5;Jordbruk, skogbruk og fiske;21.12.2022
5304;256;NO5;Uklassifisert;21.12.2022
163;13736;NO5;Bergverksdrift og utvinning;21.12.2022
1228;10774;NO5;Industri;21.12.2022
979;1382;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;21.12.2022
849;157;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;21.12.2022
2769;443;NO5;Bygge- og anleggsvirksomhet;21.12.2022
45492;1215;NO5;Fritidsbolig;21.12.2022
254405;11878;NO5;Husholdning;21.12.2022
23020;8108;NO5;Tjenesteyting;21.12.2022
7325;1297;NO1;Jordbruk, skogbruk og fiske;20.12.2022
7575;658;NO1;Uklassifisert;20.12.2022
283;219;NO1;Bergverksdrift og utvinning;20.12.2022
4675;12727;NO1;Industri;20.12.2022
1740;2065;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;20.12.2022
2346;1317;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;20.12.2022
12110;2736;NO1;Bygge- og anleggsvirksomhet;20.12.2022
109072;2788;NO1;Fritidsbolig;20.12.2022
1057653;54144;NO1;Husholdning;20.12.2022
112747;37731;NO1;Tjenesteyting;20.12.2022
6691;1525;NO2;Jordbruk, skogbruk og fiske;20.12.2022
11897;734;NO2;Uklassifisert;20.12.2022
492;5429;NO2;Bergverksdrift og utvinning;20.12.2022
4120;38085;NO2;Industri;20.12.2022
2171;4439;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;20.12.2022
1776;586;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;20.12.2022
10464;1289;NO2;Bygge- og anleggsvirksomhet;20.12.2022
102729;1780;NO2;Fritidsbolig;20.12.2022
606020;29884;NO2;Husholdning;20.12.2022
65266;20009;NO2;Tjenesteyting;20.12.2022
12364;2271;NO3;Jordbruk, skogbruk og fiske;20.12.2022
3851;318;NO3;Uklassifisert;20.12.2022
231;3942;NO3;Bergverksdrift og utvinning;20.12.2022
3324;34885;NO3;Industri;20.12.2022
1911;2574;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;20.12.2022
1355;226;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;20.12.2022
5112;960;NO3;Bygge- og anleggsvirksomhet;20.12.2022
62199;1424;NO3;Fritidsbolig;20.12.2022
391028;21190;NO3;Husholdning;20.12.2022
48947;13352;NO3;Tjenesteyting;20.12.2022
3795;1467;NO4;Jordbruk, skogbruk og fiske;20.12.2022
4309;278;NO4;Uklassifisert;20.12.2022
199;5195;NO4;Bergverksdrift og utvinning;20.12.2022
1793;17157;NO4;Industri;20.12.2022
1051;3718;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;20.12.2022
833;161;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;20.12.2022
3585;683;NO4;Bygge- og anleggsvirksomhet;20.12.2022
43868;1415;NO4;Fritidsbolig;20.12.2022
240972;18488;NO4;Husholdning;20.12.2022
34703;11600;NO4;Tjenesteyting;20.12.2022
1754;330;NO5;Jordbruk, skogbruk og fiske;20.12.2022
5304;257;NO5;Uklassifisert;20.12.2022
163;13767;NO5;Bergverksdrift og utvinning;20.12.2022
1228;10849;NO5;Industri;20.12.2022
980;1387;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;20.12.2022
849;160;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;20.12.2022
2770;435;NO5;Bygge- og anleggsvirksomhet;20.12.2022
45483;1179;NO5;Fritidsbolig;20.12.2022
254396;11674;NO5;Husholdning;20.12.2022
23019;8002;NO5;Tjenesteyting;20.12.2022
7325;1380;NO1;Jordbruk, skogbruk og fiske;19.12.2022
7574;673;NO1;Uklassifisert;19.12.2022
283;230;NO1;Bergverksdrift og utvinning;19.12.2022
4674;12119;NO1;Industri;19.12.2022
1740;2360;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;19.12.2022
2345;1309;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;19.12.2022
12106;2904;NO1;Bygge- og anleggsvirksomhet;19.12.2022
109056;3015;NO1;Fritidsbolig;19.12.2022
1057637;58240;NO1;Husholdning;19.12.2022
112740;40008;NO1;Tjenesteyting;19.12.2022
6688;1563;NO2;Jordbruk, skogbruk og fiske;19.12.2022
11894;769;NO2;Uklassifisert;19.12.2022
492;4256;NO2;Bergverksdrift og utvinning;19.12.2022
4122;38584;NO2;Industri;19.12.2022
2170;3957;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;19.12.2022
1775;573;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;19.12.2022
10442;1349;NO2;Bygge- og anleggsvirksomhet;19.12.2022
102702;1972;NO2;Fritidsbolig;19.12.2022
605972;31769;NO2;Husholdning;19.12.2022
65255;21052;NO2;Tjenesteyting;19.12.2022
12365;2358;NO3;Jordbruk, skogbruk og fiske;19.12.2022
3852;332;NO3;Uklassifisert;19.12.2022
231;4668;NO3;Bergverksdrift og utvinning;19.12.2022
3324;36730;NO3;Industri;19.12.2022
1911;2645;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;19.12.2022
1355;237;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;19.12.2022
5109;1028;NO3;Bygge- og anleggsvirksomhet;19.12.2022
62190;1631;NO3;Fritidsbolig;19.12.2022
391037;23190;NO3;Husholdning;19.12.2022
48949;14402;NO3;Tjenesteyting;19.12.2022
3795;1460;NO4;Jordbruk, skogbruk og fiske;19.12.2022
4309;277;NO4;Uklassifisert;19.12.2022
199;5178;NO4;Bergverksdrift og utvinning;19.12.2022
1792;16973;NO4;Industri;19.12.2022
1050;3913;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;19.12.2022
833;155;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;19.12.2022
3584;680;NO4;Bygge- og anleggsvirksomhet;19.12.2022
43864;1375;NO4;Fritidsbolig;19.12.2022
240935;18155;NO4;Husholdning;19.12.2022
34701;11425;NO4;Tjenesteyting;19.12.2022
1754;340;NO5;Jordbruk, skogbruk og fiske;19.12.2022
5306;270;NO5;Uklassifisert;19.12.2022
163;13427;NO5;Bergverksdrift og utvinning;19.12.2022
1228;10854;NO5;Industri;19.12.2022
979;1420;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;19.12.2022
848;163;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;19.12.2022
2767;467;NO5;Bygge- og anleggsvirksomhet;19.12.2022
45478;1294;NO5;Fritidsbolig;19.12.2022
254370;12710;NO5;Husholdning;19.12.2022
23015;8500;NO5;Tjenesteyting;19.12.2022
7325;1362;NO1;Jordbruk, skogbruk og fiske;18.12.2022
7565;662;NO1;Uklassifisert;18.12.2022
283;139;NO1;Bergverksdrift og utvinning;18.12.2022
4671;9872;NO1;Industri;18.12.2022
1740;1889;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;18.12.2022
2346;1158;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;18.12.2022
12107;2502;NO1;Bygge- og anleggsvirksomhet;18.12.2022
109047;3156;NO1;Fritidsbolig;18.12.2022
1057572;59514;NO1;Husholdning;18.12.2022
112734;33369;NO1;Tjenesteyting;18.12.2022
6687;1549;NO2;Jordbruk, skogbruk og fiske;18.12.2022
11895;784;NO2;Uklassifisert;18.12.2022
492;2861;NO2;Bergverksdrift og utvinning;18.12.2022
4120;36583;NO2;Industri;18.12.2022
2171;2840;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;18.12.2022
1776;452;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;18.12.2022
10440;1180;NO2;Bygge- og anleggsvirksomhet;18.12.2022
102699;2065;NO2;Fritidsbolig;18.12.2022
605937;32566;NO2;Husholdning;18.12.2022
65256;17750;NO2;Tjenesteyting;18.12.2022
12363;2395;NO3;Jordbruk, skogbruk og fiske;18.12.2022
3852;332;NO3;Uklassifisert;18.12.2022
231;4694;NO3;Bergverksdrift og utvinning;18.12.2022
3324;35117;NO3;Industri;18.12.2022
1911;2827;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;18.12.2022
1355;212;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;18.12.2022
5112;950;NO3;Bygge- og anleggsvirksomhet;18.12.2022
62190;1767;NO3;Fritidsbolig;18.12.2022
391023;24511;NO3;Husholdning;18.12.2022
48955;12556;NO3;Tjenesteyting;18.12.2022
3794;1389;NO4;Jordbruk, skogbruk og fiske;18.12.2022
4307;293;NO4;Uklassifisert;18.12.2022
199;5125;NO4;Bergverksdrift og utvinning;18.12.2022
1792;17893;NO4;Industri;18.12.2022
1050;3850;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;18.12.2022
833;139;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;18.12.2022
3578;642;NO4;Bygge- og anleggsvirksomhet;18.12.2022
43861;1477;NO4;Fritidsbolig;18.12.2022
240928;18942;NO4;Husholdning;18.12.2022
34695;10796;NO4;Tjenesteyting;18.12.2022
1754;342;NO5;Jordbruk, skogbruk og fiske;18.12.2022
3574;246;NO5;Uklassifisert;18.12.2022
163;13539;NO5;Bergverksdrift og utvinning;18.12.2022
1228;10427;NO5;Industri;18.12.2022
980;1375;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;18.12.2022
848;139;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;18.12.2022
2775;422;NO5;Bygge- og anleggsvirksomhet;18.12.2022
45481;1383;NO5;Fritidsbolig;18.12.2022
254363;13574;NO5;Husholdning;18.12.2022
23013;7461;NO5;Tjenesteyting;18.12.2022
7324;1435;NO1;Jordbruk, skogbruk og fiske;17.12.2022
7566;680;NO1;Uklassifisert;17.12.2022
283;144;NO1;Bergverksdrift og utvinning;17.12.2022
4671;9885;NO1;Industri;17.12.2022
1741;1980;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;17.12.2022
2345;1224;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;17.12.2022
12104;2763;NO1;Bygge- og anleggsvirksomhet;17.12.2022
109040;3669;NO1;Fritidsbolig;17.12.2022
1057505;64839;NO1;Husholdning;17.12.2022
112723;36658;NO1;Tjenesteyting;17.12.2022
6687;1603;NO2;Jordbruk, skogbruk og fiske;17.12.2022
11893;827;NO2;Uklassifisert;17.12.2022
492;3452;NO2;Bergverksdrift og utvinning;17.12.2022
4121;36458;NO2;Industri;17.12.2022
2171;2382;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;17.12.2022
1776;476;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;17.12.2022
10441;1262;NO2;Bygge- og anleggsvirksomhet;17.12.2022
102695;2396;NO2;Fritidsbolig;17.12.2022
605921;34845;NO2;Husholdning;17.12.2022
65249;19076;NO2;Tjenesteyting;17.12.2022
12363;2455;NO3;Jordbruk, skogbruk og fiske;17.12.2022
3852;346;NO3;Uklassifisert;17.12.2022
231;4812;NO3;Bergverksdrift og utvinning;17.12.2022
3324;34478;NO3;Industri;17.12.2022
1911;2991;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;17.12.2022
1355;222;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;17.12.2022
5111;1015;NO3;Bygge- og anleggsvirksomhet;17.12.2022
62186;2006;NO3;Fritidsbolig;17.12.2022
390991;25819;NO3;Husholdning;17.12.2022
48949;13649;NO3;Tjenesteyting;17.12.2022
3794;1393;NO4;Jordbruk, skogbruk og fiske;17.12.2022
4306;293;NO4;Uklassifisert;17.12.2022
199;5115;NO4;Bergverksdrift og utvinning;17.12.2022
1792;17505;NO4;Industri;17.12.2022
1050;3857;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;17.12.2022
833;141;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;17.12.2022
3577;645;NO4;Bygge- og anleggsvirksomhet;17.12.2022
43859;1456;NO4;Fritidsbolig;17.12.2022
240920;18505;NO4;Husholdning;17.12.2022
34692;10417;NO4;Tjenesteyting;17.12.2022
1754;356;NO5;Jordbruk, skogbruk og fiske;17.12.2022
3574;263;NO5;Uklassifisert;17.12.2022
163;13652;NO5;Bergverksdrift og utvinning;17.12.2022
1228;10491;NO5;Industri;17.12.2022
980;1374;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;17.12.2022
848;143;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;17.12.2022
2774;445;NO5;Bygge- og anleggsvirksomhet;17.12.2022
45476;1582;NO5;Fritidsbolig;17.12.2022
254348;14166;NO5;Husholdning;17.12.2022
23009;7986;NO5;Tjenesteyting;17.12.2022
7324;1548;NO1;Jordbruk, skogbruk og fiske;16.12.2022
7565;702;NO1;Uklassifisert;16.12.2022
283;207;NO1;Bergverksdrift og utvinning;16.12.2022
4671;12104;NO1;Industri;16.12.2022
1741;2547;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;16.12.2022
2345;1396;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;16.12.2022
12105;3342;NO1;Bygge- og anleggsvirksomhet;16.12.2022
109041;3891;NO1;Fritidsbolig;16.12.2022
1057511;70610;NO1;Husholdning;16.12.2022
112723;45179;NO1;Tjenesteyting;16.12.2022
6687;1690;NO2;Jordbruk, skogbruk og fiske;16.12.2022
11893;877;NO2;Uklassifisert;16.12.2022
492;4663;NO2;Bergverksdrift og utvinning;16.12.2022
4121;38461;NO2;Industri;16.12.2022
2171;2515;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;16.12.2022
1776;554;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;16.12.2022
10443;1565;NO2;Bygge- og anleggsvirksomhet;16.12.2022
102695;2875;NO2;Fritidsbolig;16.12.2022
605922;38679;NO2;Husholdning;16.12.2022
65249;24114;NO2;Tjenesteyting;16.12.2022
12363;2422;NO3;Jordbruk, skogbruk og fiske;16.12.2022
3852;340;NO3;Uklassifisert;16.12.2022
231;4859;NO3;Bergverksdrift og utvinning;16.12.2022
3324;36137;NO3;Industri;16.12.2022
1911;2868;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;16.12.2022
1355;242;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;16.12.2022
5112;1082;NO3;Bygge- og anleggsvirksomhet;16.12.2022
62186;1870;NO3;Fritidsbolig;16.12.2022
390989;24741;NO3;Husholdning;16.12.2022
48950;15212;NO3;Tjenesteyting;16.12.2022
3794;1451;NO4;Jordbruk, skogbruk og fiske;16.12.2022
4306;289;NO4;Uklassifisert;16.12.2022
199;5156;NO4;Bergverksdrift og utvinning;16.12.2022
1792;17988;NO4;Industri;16.12.2022
1050;4048;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;16.12.2022
833;154;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;16.12.2022
3577;698;NO4;Bygge- og anleggsvirksomhet;16.12.2022
43859;1415;NO4;Fritidsbolig;16.12.2022
240920;18060;NO4;Husholdning;16.12.2022
34693;11423;NO4;Tjenesteyting;16.12.2022
1754;374;NO5;Jordbruk, skogbruk og fiske;16.12.2022
3574;259;NO5;Uklassifisert;16.12.2022
163;13752;NO5;Bergverksdrift og utvinning;16.12.2022
1228;10962;NO5;Industri;16.12.2022
980;1179;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;16.12.2022
847;159;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;16.12.2022
2774;538;NO5;Bygge- og anleggsvirksomhet;16.12.2022
45476;1661;NO5;Fritidsbolig;16.12.2022
254344;15071;NO5;Husholdning;16.12.2022
23010;9718;NO5;Tjenesteyting;16.12.2022
7326;1573;NO1;Jordbruk, skogbruk og fiske;15.12.2022
7566;705;NO1;Uklassifisert;15.12.2022
283;254;NO1;Bergverksdrift og utvinning;15.12.2022
4671;11518;NO1;Industri;15.12.2022
1742;2580;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;15.12.2022
2345;1432;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;15.12.2022
12106;3372;NO1;Bygge- og anleggsvirksomhet;15.12.2022
109034;3659;NO1;Fritidsbolig;15.12.2022
1057524;70146;NO1;Husholdning;15.12.2022
112733;45564;NO1;Tjenesteyting;15.12.2022
6686;1706;NO2;Jordbruk, skogbruk og fiske;15.12.2022
11895;880;NO2;Uklassifisert;15.12.2022
492;4576;NO2;Bergverksdrift og utvinning;15.12.2022
4121;38400;NO2;Industri;15.12.2022
2171;2467;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;15.12.2022
1776;593;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;15.12.2022
10442;1617;NO2;Bygge- og anleggsvirksomhet;15.12.2022
102686;2901;NO2;Fritidsbolig;15.12.2022
605920;39303;NO2;Husholdning;15.12.2022
65249;24915;NO2;Tjenesteyting;15.12.2022
12364;2434;NO3;Jordbruk, skogbruk og fiske;15.12.2022
3853;332;NO3;Uklassifisert;15.12.2022
231;4730;NO3;Bergverksdrift og utvinning;15.12.2022
3324;35457;NO3;Industri;15.12.2022
1911;2207;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;15.12.2022
1355;249;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;15.12.2022
5116;1093;NO3;Bygge- og anleggsvirksomhet;15.12.2022
62181;1793;NO3;Fritidsbolig;15.12.2022
391003;24521;NO3;Husholdning;15.12.2022
48957;15607;NO3;Tjenesteyting;15.12.2022
3796;1491;NO4;Jordbruk, skogbruk og fiske;15.12.2022
4306;289;NO4;Uklassifisert;15.12.2022
199;5202;NO4;Bergverksdrift og utvinning;15.12.2022
1793;17910;NO4;Industri;15.12.2022
1050;4074;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;15.12.2022
832;158;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;15.12.2022
3578;726;NO4;Bygge- og anleggsvirksomhet;15.12.2022
43857;1455;NO4;Fritidsbolig;15.12.2022
240923;18352;NO4;Husholdning;15.12.2022
34691;11796;NO4;Tjenesteyting;15.12.2022
1753;383;NO5;Jordbruk, skogbruk og fiske;15.12.2022
3572;257;NO5;Uklassifisert;15.12.2022
163;13714;NO5;Bergverksdrift og utvinning;15.12.2022
1228;11109;NO5;Industri;15.12.2022
981;1197;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;15.12.2022
845;165;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;15.12.2022
2783;553;NO5;Bygge- og anleggsvirksomhet;15.12.2022
45470;1583;NO5;Fritidsbolig;15.12.2022
254366;15553;NO5;Husholdning;15.12.2022
23011;10054;NO5;Tjenesteyting;15.12.2022
7325;1551;NO1;Jordbruk, skogbruk og fiske;14.12.2022
7566;706;NO1;Uklassifisert;14.12.2022
283;263;NO1;Bergverksdrift og utvinning;14.12.2022
4671;12607;NO1;Industri;14.12.2022
1742;3376;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;14.12.2022
2345;1410;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;14.12.2022
12105;3375;NO1;Bygge- og anleggsvirksomhet;14.12.2022
109012;3882;NO1;Fritidsbolig;14.12.2022
1057486;68737;NO1;Husholdning;14.12.2022
112725;45395;NO1;Tjenesteyting;14.12.2022
6686;1680;NO2;Jordbruk, skogbruk og fiske;14.12.2022
11895;868;NO2;Uklassifisert;14.12.2022
492;5062;NO2;Bergverksdrift og utvinning;14.12.2022
4121;38869;NO2;Industri;14.12.2022
2170;2375;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;14.12.2022
1776;595;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;14.12.2022
10444;1583;NO2;Bygge- og anleggsvirksomhet;14.12.2022
102687;2760;NO2;Fritidsbolig;14.12.2022
605850;37707;NO2;Husholdning;14.12.2022
65245;24498;NO2;Tjenesteyting;14.12.2022
12366;2511;NO3;Jordbruk, skogbruk og fiske;14.12.2022
3853;336;NO3;Uklassifisert;14.12.2022
231;4802;NO3;Bergverksdrift og utvinning;14.12.2022
3323;34742;NO3;Industri;14.12.2022
1913;2993;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;14.12.2022
1356;255;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;14.12.2022
5111;1162;NO3;Bygge- og anleggsvirksomhet;14.12.2022
62175;2033;NO3;Fritidsbolig;14.12.2022
390987;26377;NO3;Husholdning;14.12.2022
48961;16382;NO3;Tjenesteyting;14.12.2022
3795;1519;NO4;Jordbruk, skogbruk og fiske;14.12.2022
4307;302;NO4;Uklassifisert;14.12.2022
199;5236;NO4;Bergverksdrift og utvinning;14.12.2022
1792;17180;NO4;Industri;14.12.2022
1052;3654;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;14.12.2022
832;163;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;14.12.2022
3577;766;NO4;Bygge- og anleggsvirksomhet;14.12.2022
43851;1558;NO4;Fritidsbolig;14.12.2022
240920;19694;NO4;Husholdning;14.12.2022
34688;12245;NO4;Tjenesteyting;14.12.2022
1753;380;NO5;Jordbruk, skogbruk og fiske;14.12.2022
3568;257;NO5;Uklassifisert;14.12.2022
163;13652;NO5;Bergverksdrift og utvinning;14.12.2022
1228;11107;NO5;Industri;14.12.2022
985;1170;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;14.12.2022
845;175;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;14.12.2022
